TimeStamp,Region,Site,Bandwidth,Availabulity,Packet Loss
2023-03-05 17:17:54,Africa,Site_C,647.35,96.77,2.04
2023-07-06 16:14:10,Africa,Site_B,697.79,97.22,0.59
2023-07-29 15:51:52,Australia,Site_E,245.05,97.49,1.58
2023-04-04 15:04:53,Africa,Site_B,506.75,95.63,3.11
2023-01-18 03:40:49,Africa,Site_A,143.07,96.2,1.85
2023-05-07 21:08:03,North America,Site_C,844.44,91.63,3.37
2023-02-08 11:49:19,South America,Site_A,535.52,97.22,2.72
2023-02-22 08:40:42,Africa,Site_B,393.44,93.99,3.18
2023-12-14 04:50:25,Europe,Site_E,626.4,99.56,0.19
2023-02-18 19:23:08,Europe,Site_D,684.79,98.21,3.94
2023-05-09 12:45:28,South America,Site_C,68.74,90.25,0.59
2023-12-17 10:15:54,Australia,Site_C,454.91,96.26,3.69
2023-09-21 18:09:42,Australia,Site_B,540.84,93.62,2.1
2023-09-28 02:44:52,Asia,Site_B,956.87,90.59,4.02
2023-03-24 19:50:41,Europe,Site_A,133.62,96.13,4.36
2023-02-27 06:19:25,Europe,Site_C,701.66,95.42,1.24
2023-03-06 16:34:34,Africa,Site_A,166.82,97.41,2.56
2023-11-17 06:55:16,Africa,Site_A,722.22,94.11,1.59
2023-04-02 10:54:04,South America,Site_C,102.47,93.14,0.22
2023-07-12 22:36:20,South America,Site_C,971.5,93.35,2.4
2023-05-22 14:40:21,North America,Site_C,544.4,93.75,2.83
2023-07-27 09:51:56,Africa,Site_E,150.79,93.01,3.01
2023-10-28 09:59:48,Europe,Site_A,773.24,97.77,0.57
2023-02-01 20:51:23,Africa,Site_D,464.91,99.07,1.16
2023-07-19 20:44:41,Australia,Site_A,642.01,96.2,1.87
2023-09-20 08:25:02,South America,Site_B,336.16,93.4,0.89
2023-07-05 07:32:10,Africa,Site_D,320.55,93.73,3.37
2023-02-23 22:42:11,South America,Site_A,172.52,92.05,1.26
2023-11-15 21:32:58,Asia,Site_E,490.44,99.69,4.27
2023-11-08 00:49:26,South America,Site_E,643.1,90.85,2.37
2023-06-02 22:01:57,South America,Site_B,843.18,99.97,3.71
2023-09-13 15:42:30,Africa,Site_D,364.0,93.93,2.09
2023-12-03 23:54:27,North America,Site_D,154.04,98.29,0.54
2023-05-11 08:36:43,Asia,Site_D,339.04,99.68,2.81
2023-11-26 16:29:06,North America,Site_A,586.49,90.15,3.42
2023-12-30 10:48:38,South America,Site_C,704.23,91.36,3.52
2023-08-10 21:24:10,North America,Site_B,575.11,98.75,3.42
2023-01-20 00:37:00,South America,Site_B,405.2,91.74,1.95
2023-07-29 12:03:27,Asia,Site_A,301.27,91.33,2.5
2023-07-23 18:27:45,Australia,Site_B,973.83,97.47,2.54
2023-02-07 10:19:39,Asia,Site_D,72.41,98.11,4.85
2023-12-18 02:25:08,Asia,Site_A,268.45,98.43,2.21
2023-04-09 15:53:40,South America,Site_E,910.31,97.1,2.28
2023-07-09 01:50:23,Australia,Site_B,359.12,91.19,2.05
2023-08-05 13:05:14,Europe,Site_B,105.18,92.32,4.25
2023-12-24 23:00:09,Australia,Site_D,132.92,97.73,2.78
2023-10-07 01:42:11,North America,Site_A,286.85,93.07,3.98
2023-07-06 02:20:42,North America,Site_D,619.9,99.15,3.26
2023-01-22 05:52:35,Asia,Site_C,860.68,93.05,0.44
2023-11-03 23:07:05,South America,Site_A,859.85,99.71,3.49
2023-01-22 16:24:56,North America,Site_A,72.1,96.06,1.85
2023-11-24 11:52:35,Europe,Site_B,159.25,95.33,4.49
2023-12-28 23:37:19,Australia,Site_A,719.23,97.44,3.85
2023-08-23 03:30:09,Africa,Site_A,481.98,97.41,2.38
2023-10-05 13:03:12,South America,Site_E,741.86,93.36,2.61
2023-06-03 00:50:32,Asia,Site_B,195.41,94.53,4.27
2023-08-15 13:50:48,Africa,Site_E,757.78,91.56,4.0
2023-02-09 05:11:26,Australia,Site_B,214.09,97.34,1.81
2023-04-09 13:14:18,North America,Site_D,277.48,94.3,0.45
2023-04-25 16:00:26,Asia,Site_C,325.79,98.59,1.07
2023-01-03 09:01:46,Europe,Site_B,491.75,93.27,2.02
2023-06-28 12:45:27,Asia,Site_B,184.24,90.33,1.33
2023-01-26 00:47:58,Africa,Site_C,550.55,96.07,3.21
2023-08-17 14:10:28,North America,Site_C,896.79,97.86,0.39
2023-09-19 01:44:24,South America,Site_E,894.42,97.81,0.04
2023-11-13 19:43:07,Europe,Site_A,533.28,97.58,0.64
2023-02-24 20:25:44,Asia,Site_B,938.18,99.26,1.08
2023-09-19 02:54:41,Australia,Site_C,58.1,98.32,0.82
2023-02-21 09:18:01,Europe,Site_A,109.96,95.27,2.78
2023-09-19 18:06:47,Asia,Site_B,201.03,99.95,0.19
2023-02-18 02:37:27,Asia,Site_D,99.93,97.09,3.54
2023-05-13 10:33:24,South America,Site_C,529.49,98.44,3.67
2023-08-13 07:34:40,Africa,Site_A,265.58,98.66,1.6
2023-10-03 13:43:53,Europe,Site_B,195.44,93.37,0.55
2023-07-01 17:40:21,Africa,Site_C,492.85,95.76,2.61
2023-02-06 07:12:28,Africa,Site_C,678.93,93.94,0.58
2023-04-11 13:35:03,Australia,Site_C,401.58,98.85,1.59
2023-03-03 20:57:05,Africa,Site_D,450.21,96.27,1.87
2023-09-15 03:34:22,Asia,Site_C,447.4,92.78,0.65
2023-06-10 12:22:18,Europe,Site_C,230.65,96.79,2.04
2023-05-12 10:06:00,Asia,Site_A,347.51,98.75,0.32
2023-03-10 19:22:21,North America,Site_B,308.92,98.33,1.01
2023-03-18 16:40:05,Australia,Site_C,121.94,92.71,3.24
2023-03-14 09:35:25,South America,Site_E,803.28,93.47,3.48
2023-09-30 14:27:46,Australia,Site_E,986.54,93.52,2.21
2023-09-03 21:50:43,South America,Site_D,426.53,99.43,0.17
2023-02-22 02:09:12,North America,Site_C,422.03,91.65,3.32
2023-02-04 16:41:42,Asia,Site_E,658.32,97.06,0.11
2023-05-10 14:53:39,Europe,Site_A,473.62,96.35,3.36
2023-08-08 16:17:50,South America,Site_C,463.67,93.17,2.78
2023-08-08 17:40:44,Africa,Site_C,703.75,97.71,4.43
2023-09-10 16:26:07,Asia,Site_A,226.17,99.44,4.1
2023-02-23 06:37:03,North America,Site_E,167.41,91.23,4.69
2023-03-06 07:00:22,Africa,Site_B,125.5,90.47,0.87
2023-08-18 03:43:38,Australia,Site_B,216.96,91.62,1.25
2023-09-07 02:34:01,Europe,Site_C,906.35,98.91,4.93
2023-10-30 23:20:23,North America,Site_A,702.81,96.24,0.71
2023-01-03 13:03:53,Europe,Site_E,788.48,91.99,4.32
2023-07-29 16:19:04,South America,Site_A,912.15,93.45,1.25
2023-04-11 19:54:07,South America,Site_E,209.93,92.98,2.17
2023-07-21 05:02:18,Africa,Site_D,728.5,94.37,2.5
2023-06-01 21:03:11,Australia,Site_D,622.83,98.86,1.47
2023-10-28 16:55:58,Africa,Site_B,76.14,98.28,4.78
2023-10-12 04:40:51,Africa,Site_E,874.1,99.87,0.31
2023-08-05 23:01:07,Australia,Site_D,495.15,92.66,0.82
2023-05-28 21:51:29,Africa,Site_E,677.11,92.81,0.73
2023-06-06 15:13:22,North America,Site_B,195.25,91.69,4.9
2023-09-25 18:01:36,Australia,Site_B,217.67,93.21,0.8
2023-06-23 22:50:09,South America,Site_A,950.29,92.64,1.72
2023-07-08 09:05:26,Asia,Site_D,121.92,93.48,3.98
2023-04-20 07:25:58,Africa,Site_A,98.54,94.04,4.77
2023-04-19 03:48:46,Africa,Site_E,418.82,93.6,1.58
2023-09-10 12:29:54,Asia,Site_B,342.73,95.88,0.96
2023-03-13 11:42:29,North America,Site_A,169.34,94.7,3.09
2023-08-21 02:14:58,Europe,Site_B,622.59,94.25,3.1
2023-04-22 21:48:43,South America,Site_A,200.4,95.69,1.8
2023-11-04 15:54:31,Africa,Site_C,559.44,94.92,2.94
2023-01-11 21:07:02,North America,Site_A,201.53,91.71,0.97
2023-01-23 04:01:12,Europe,Site_A,342.63,99.56,1.03
2023-10-01 00:22:36,Europe,Site_D,103.82,93.5,0.63
2023-10-14 03:20:30,Africa,Site_D,589.11,90.87,1.07
2023-01-04 09:34:45,Asia,Site_C,693.23,90.42,3.58
2023-10-09 12:38:42,North America,Site_C,234.78,99.66,0.27
2023-12-18 16:07:33,Europe,Site_E,861.91,90.81,2.62
2023-12-23 03:27:59,North America,Site_C,577.93,95.81,3.64
2023-04-10 07:31:48,Europe,Site_A,809.11,96.23,0.6
2023-09-25 01:17:11,Africa,Site_C,509.6,91.97,1.56
2023-03-07 08:44:24,Europe,Site_D,658.96,96.79,0.71
2023-03-04 18:40:56,Australia,Site_A,254.65,96.69,4.74
2023-07-04 11:59:05,Australia,Site_A,835.55,99.85,3.82
2023-10-30 09:27:49,Africa,Site_B,641.2,98.27,3.3
2023-03-09 08:20:00,North America,Site_D,894.14,98.28,0.57
2023-12-01 14:03:56,Australia,Site_B,275.09,99.89,0.88
2023-12-15 06:50:49,South America,Site_D,338.18,94.4,3.15
2023-12-24 07:41:29,Asia,Site_E,448.57,91.39,2.73
2023-07-13 00:33:59,Africa,Site_D,97.42,95.69,1.39
2023-03-10 12:58:43,Australia,Site_E,712.86,92.62,2.21
2023-02-18 14:15:44,Africa,Site_E,369.43,96.81,3.4
2023-03-07 16:24:40,Europe,Site_C,670.86,93.15,0.64
2023-07-17 07:19:49,Asia,Site_C,492.82,94.83,0.14
2023-07-27 13:06:11,Europe,Site_E,115.86,95.18,1.35
2023-03-12 04:11:16,Asia,Site_A,886.91,93.57,1.33
2023-09-12 05:25:59,Asia,Site_C,91.19,98.56,4.97
2023-08-04 18:06:43,Australia,Site_B,500.14,90.29,1.18
2023-07-02 07:50:49,Australia,Site_E,431.38,99.92,0.57
2023-12-25 02:21:50,Asia,Site_D,516.46,97.34,0.5
2023-06-20 14:11:35,North America,Site_E,939.28,97.38,3.63
2023-02-13 07:22:20,North America,Site_E,944.54,90.79,0.44
2023-04-21 14:14:35,Australia,Site_B,410.45,99.27,1.1
2023-04-27 05:48:38,Europe,Site_E,828.09,93.96,4.09
2023-09-12 15:57:29,Asia,Site_E,149.83,98.61,4.67
2023-06-02 02:22:05,Europe,Site_E,832.52,96.76,3.1
2023-12-01 22:11:04,Asia,Site_B,916.25,98.66,1.34
2023-02-01 03:04:26,Asia,Site_A,428.69,96.37,3.42
2023-08-23 13:14:16,Africa,Site_E,650.75,97.88,3.56
2023-01-04 08:09:56,North America,Site_D,410.56,98.7,1.86
2023-09-13 11:05:04,North America,Site_E,640.38,98.12,1.06
2023-04-09 18:08:16,South America,Site_A,366.17,92.43,3.71
2023-02-06 20:36:56,Europe,Site_B,537.26,91.6,4.73
2023-10-19 07:29:59,Africa,Site_A,439.01,94.6,4.06
2023-09-26 13:56:31,Africa,Site_B,940.36,98.53,1.12
2023-03-06 18:29:16,Asia,Site_A,144.72,90.74,3.32
2023-04-03 10:53:12,Europe,Site_A,875.35,91.84,1.06
2023-01-19 20:59:32,South America,Site_A,465.22,95.5,1.88
2023-03-12 12:09:09,Europe,Site_E,154.58,97.63,3.92
2023-03-10 14:29:32,Europe,Site_E,700.93,91.52,4.01
2023-02-07 00:36:54,Australia,Site_E,948.42,98.09,3.91
2023-09-23 20:20:34,Europe,Site_E,495.14,95.07,2.49
2023-06-22 02:23:05,Africa,Site_C,258.05,91.49,2.36
2023-10-22 16:27:32,Australia,Site_D,513.12,93.41,2.76
2023-07-19 03:47:49,Australia,Site_C,400.93,96.25,4.03
2023-11-30 21:09:06,Europe,Site_B,863.64,94.0,4.46
2023-12-14 16:13:23,Australia,Site_B,209.71,91.78,1.71
2023-02-02 22:04:33,Africa,Site_D,235.52,91.09,3.24
2023-07-31 20:47:08,Australia,Site_C,971.29,90.64,0.9
2023-01-24 15:14:24,Asia,Site_B,202.72,93.69,2.96
2023-10-20 15:11:38,Asia,Site_A,932.07,93.8,3.93
2023-03-06 19:53:17,Australia,Site_B,425.67,95.0,0.81
2023-10-31 14:09:36,Asia,Site_D,498.59,99.22,1.62
2023-01-25 07:03:44,South America,Site_D,972.06,93.61,2.53
2023-05-23 10:52:16,South America,Site_B,839.43,97.51,1.05
2023-02-18 23:28:02,Europe,Site_A,781.4,99.49,2.76
2023-09-08 11:17:33,Asia,Site_E,323.56,90.23,1.01
2023-02-08 14:43:21,North America,Site_C,580.59,92.2,4.78
2023-01-14 15:53:59,Africa,Site_B,433.7,93.8,1.55
2023-05-19 20:09:49,Asia,Site_E,431.7,94.43,4.22
2023-04-28 07:14:48,South America,Site_E,290.22,94.42,1.29
2023-08-05 08:47:27,Europe,Site_E,252.88,98.92,4.42
2023-02-18 02:04:05,Africa,Site_D,940.08,90.84,1.45
2023-07-17 19:34:33,Europe,Site_D,730.71,91.19,1.45
2023-06-23 08:28:58,Asia,Site_C,724.21,93.05,2.47
2023-04-04 11:30:00,Asia,Site_C,382.3,90.7,3.99
2023-02-09 15:16:30,Africa,Site_B,656.43,98.08,2.99
2023-10-09 12:24:28,South America,Site_D,338.5,93.17,5.0
2023-10-15 18:06:59,Europe,Site_A,916.44,98.21,2.93
2023-11-17 18:50:27,North America,Site_C,456.78,93.66,1.96
2023-04-13 07:51:44,North America,Site_A,987.52,93.25,3.89
2023-01-19 10:31:53,Australia,Site_A,403.19,98.14,1.35
2023-10-03 07:05:21,South America,Site_C,628.87,99.23,4.33
2023-02-17 21:21:12,South America,Site_E,968.05,98.17,4.97
2023-08-25 19:27:12,Australia,Site_E,639.96,91.74,3.27
2023-03-10 16:52:27,Australia,Site_C,755.8,94.17,4.88
2023-07-23 03:50:28,Africa,Site_E,450.75,99.31,3.32
2023-12-04 03:42:44,Africa,Site_D,332.3,99.79,2.26
2023-08-11 08:46:31,Europe,Site_B,295.68,94.7,1.32
2023-06-27 00:33:32,Africa,Site_A,251.3,94.28,3.99
2023-06-05 13:57:38,Europe,Site_A,418.45,92.17,4.05
2023-11-23 03:11:06,Australia,Site_E,129.37,94.32,3.95
2023-12-08 01:28:33,Europe,Site_B,643.09,90.45,1.01
2023-03-21 11:19:39,Australia,Site_D,227.7,99.53,2.14
2023-05-15 08:07:25,Asia,Site_C,669.33,91.45,4.31
2023-03-09 23:49:43,North America,Site_C,634.55,94.35,3.21
2023-09-17 08:06:04,Africa,Site_B,225.44,99.15,4.35
2023-10-20 10:30:56,Asia,Site_A,931.87,94.52,2.43
2023-03-31 15:47:20,South America,Site_B,137.16,91.94,4.85
2023-07-08 02:45:01,Europe,Site_E,586.62,95.1,0.65
2023-06-01 03:26:27,South America,Site_C,598.75,91.56,3.52
2023-04-13 01:40:42,Europe,Site_D,540.64,92.03,0.11
2023-12-01 22:42:27,Australia,Site_D,269.94,97.48,1.47
2023-09-20 05:42:18,Australia,Site_B,226.66,93.85,0.52
2023-07-08 14:55:28,Europe,Site_C,819.28,92.73,2.98
2023-12-15 18:20:05,Europe,Site_A,575.21,97.66,4.37
2023-03-07 03:55:59,Africa,Site_C,476.36,91.94,0.12
2023-02-28 16:18:47,Asia,Site_A,337.68,92.21,1.08
2023-05-01 13:56:14,Europe,Site_D,796.3,96.15,3.87
2023-06-27 13:14:33,Australia,Site_A,264.42,93.67,4.38
2023-07-13 00:02:00,North America,Site_E,952.15,94.1,0.96
2023-01-02 18:23:05,Africa,Site_A,647.18,90.28,0.92
2023-10-18 03:59:18,North America,Site_C,668.86,94.82,1.53
2023-09-30 17:06:03,South America,Site_D,830.99,92.96,0.71
2023-08-07 08:37:09,South America,Site_A,229.73,94.86,3.03
2023-05-29 17:46:55,Australia,Site_D,429.67,99.08,1.62
2023-12-18 03:21:08,Australia,Site_E,433.85,98.52,4.58
2023-08-14 02:06:38,Europe,Site_A,142.73,95.06,0.05
2023-08-27 22:31:13,South America,Site_A,196.55,96.2,2.84
2023-09-20 12:26:29,Asia,Site_B,203.04,94.39,0.89
2023-07-05 19:59:33,Europe,Site_A,791.87,97.33,3.99
2023-07-20 22:14:15,South America,Site_E,659.97,99.76,0.76
2023-06-03 18:53:10,Asia,Site_C,405.75,91.55,1.65
2023-08-09 06:50:59,Asia,Site_C,109.32,96.11,2.5
2023-05-23 12:13:14,South America,Site_E,993.16,94.14,1.63
2023-05-03 16:16:02,Africa,Site_A,165.13,90.17,4.29
2023-01-29 09:35:04,Australia,Site_B,405.87,94.04,2.44
2023-05-03 14:20:27,South America,Site_D,894.07,93.97,3.27
2023-08-26 22:42:11,Africa,Site_A,839.04,90.97,0.71
2023-06-21 18:51:33,Australia,Site_D,886.32,96.0,4.13
2023-10-21 12:26:59,North America,Site_A,587.72,93.23,2.16
2023-02-24 16:06:12,South America,Site_D,265.17,92.46,1.56
2023-07-22 05:27:49,South America,Site_E,982.89,94.2,4.3
2023-11-26 02:05:44,South America,Site_A,828.73,93.33,2.02
2023-08-27 08:17:56,Europe,Site_E,855.81,92.32,4.0
2023-02-17 00:52:16,Australia,Site_D,331.26,91.98,0.41
2023-04-02 20:14:36,Africa,Site_D,626.92,93.67,1.4
2023-12-25 10:56:04,Africa,Site_B,497.73,97.27,2.3
2023-09-18 18:41:41,North America,Site_C,385.56,96.49,3.02
2023-09-01 11:44:34,Asia,Site_E,618.5,97.3,2.99
2023-06-18 20:37:08,South America,Site_E,681.72,93.9,1.11
2023-08-20 08:45:44,Europe,Site_A,647.03,99.61,1.05
2023-06-26 08:34:33,North America,Site_C,651.09,96.9,1.5
2023-04-10 23:07:28,Europe,Site_B,91.11,97.25,1.8
2023-05-22 00:57:42,Europe,Site_E,260.1,92.58,0.8
2023-06-28 19:20:43,South America,Site_A,393.8,93.22,0.2
2023-01-09 04:55:46,Australia,Site_B,466.6,98.18,2.74
2023-12-31 16:41:47,Europe,Site_B,151.79,92.96,2.02
2023-03-07 11:38:07,North America,Site_D,705.25,94.72,0.93
2023-01-20 19:01:31,South America,Site_E,479.05,97.05,1.69
2023-08-25 23:32:15,Australia,Site_E,663.48,90.51,0.31
2023-03-03 09:57:18,Asia,Site_D,634.43,99.33,4.18
2023-08-03 17:55:13,South America,Site_C,540.36,98.45,4.03
2023-02-15 00:07:50,North America,Site_E,741.64,99.76,4.03
2023-03-18 07:13:53,Australia,Site_D,871.81,93.66,0.46
2023-02-06 05:37:06,South America,Site_C,293.99,99.73,1.51
2023-03-06 08:20:45,Europe,Site_A,162.94,98.0,4.44
2023-07-01 21:03:03,Asia,Site_D,147.94,90.47,4.55
2023-03-03 07:41:22,North America,Site_A,208.85,92.8,1.44
2023-12-01 14:44:39,Asia,Site_C,412.75,98.1,3.17
2023-05-04 10:48:20,Australia,Site_E,106.73,95.56,1.66
2023-05-29 16:56:27,Europe,Site_B,81.73,92.71,0.69
2023-04-01 05:05:23,South America,Site_D,679.72,95.26,3.93
2023-02-28 12:00:11,Africa,Site_C,221.27,91.23,3.3
2023-07-12 08:42:47,Australia,Site_E,918.4,92.65,1.65
2023-04-04 01:03:27,South America,Site_C,190.24,96.09,1.59
2023-11-26 04:11:48,Australia,Site_D,657.04,96.51,3.9
2023-03-12 17:12:26,Europe,Site_D,206.52,91.28,4.93
2023-09-14 04:30:13,Asia,Site_C,899.2,95.01,3.39
2023-11-22 10:35:23,South America,Site_B,106.03,95.58,2.65
2023-05-27 10:24:36,Europe,Site_D,296.56,95.32,1.38
2023-03-03 01:06:05,Europe,Site_B,811.12,97.56,0.3
2023-05-29 23:07:12,Asia,Site_B,78.68,93.02,2.89
2023-11-03 09:52:50,Europe,Site_A,911.08,92.58,2.15
2023-06-16 21:14:41,Africa,Site_B,306.0,91.23,1.17
2023-02-26 10:43:24,North America,Site_C,167.99,90.31,4.73
2023-05-23 22:28:13,South America,Site_C,629.14,91.56,0.1
2023-09-03 02:17:35,South America,Site_A,504.76,92.53,4.76
2023-11-11 05:11:32,Europe,Site_E,335.74,94.24,0.39
2023-11-02 04:12:36,South America,Site_A,625.1,97.43,4.65
2023-04-27 10:46:44,North America,Site_D,299.97,99.98,0.93
2023-03-06 20:29:41,South America,Site_D,207.45,97.63,2.06
2023-12-17 15:42:09,Asia,Site_A,463.63,92.01,4.31
2023-05-01 03:50:51,Australia,Site_D,480.5,98.51,0.25
2023-04-24 04:52:20,Asia,Site_D,483.91,97.17,2.32
2023-08-12 05:43:41,Africa,Site_A,958.27,91.72,4.19
2023-08-27 17:39:18,Africa,Site_A,880.37,98.89,2.56
2023-06-16 20:10:01,Africa,Site_E,477.62,95.89,2.9
2023-06-30 14:59:08,North America,Site_B,586.52,99.11,1.24
2023-03-07 02:27:07,Europe,Site_A,689.27,93.59,2.81
2023-11-27 21:46:18,Asia,Site_A,724.1,96.46,3.78
2023-02-01 10:34:47,Australia,Site_A,199.02,95.81,1.06
2023-12-09 03:59:46,Europe,Site_E,539.51,91.43,1.9
2023-05-11 10:30:28,Australia,Site_B,672.9,90.81,3.23
2023-10-01 06:32:30,Africa,Site_A,765.54,99.5,1.16
2023-08-20 15:29:16,North America,Site_D,816.46,95.62,2.95
2023-11-18 00:54:55,Africa,Site_C,324.48,96.57,4.43
2023-03-19 04:11:36,Europe,Site_A,388.83,94.75,3.82
2023-05-04 16:32:03,Europe,Site_B,167.97,94.39,4.17
2023-05-12 11:58:23,North America,Site_C,890.08,91.52,0.82
2023-11-04 08:17:01,Europe,Site_C,942.68,98.67,2.71
2023-08-10 02:38:20,Asia,Site_E,353.14,99.72,4.31
2023-08-23 04:26:47,Asia,Site_B,272.47,98.07,2.93
2023-06-23 18:47:02,Australia,Site_C,987.64,96.38,3.84
2023-10-01 03:55:56,Australia,Site_B,584.27,93.99,1.08
2023-10-13 20:33:07,North America,Site_D,227.97,94.59,3.72
2023-07-09 22:11:56,Asia,Site_D,538.24,95.94,4.43
2023-04-02 02:51:47,Europe,Site_A,205.37,94.87,3.08
2023-10-29 20:55:56,South America,Site_C,900.65,91.92,3.54
2023-11-08 14:54:32,Asia,Site_D,870.32,91.26,1.7
2023-05-14 23:06:31,South America,Site_E,56.96,93.8,0.53
2023-08-22 12:32:17,South America,Site_E,127.19,95.44,1.01
2023-09-30 07:14:07,South America,Site_D,856.45,91.23,2.86
2023-06-29 00:52:44,Asia,Site_B,286.41,90.65,4.57
2023-04-30 19:34:32,Africa,Site_A,820.99,91.46,3.82
2023-11-23 07:16:10,Europe,Site_B,572.37,97.87,1.53
2023-04-23 00:14:05,North America,Site_A,117.23,98.72,4.14
2023-05-28 06:17:44,Africa,Site_A,983.98,90.41,1.99
2023-07-10 22:21:16,South America,Site_B,123.11,93.23,2.97
2023-11-29 16:45:32,Europe,Site_C,338.07,99.34,3.21
2023-01-30 16:50:53,Europe,Site_D,392.81,95.29,1.58
2023-11-04 13:23:18,Asia,Site_A,504.95,90.16,2.72
2023-02-03 21:14:25,Africa,Site_E,238.9,96.9,0.99
2023-02-07 15:44:18,Africa,Site_B,216.04,95.57,0.75
2023-07-25 16:45:54,Australia,Site_C,171.68,92.53,0.27
2023-03-30 19:03:09,Africa,Site_A,683.61,98.26,2.26
2023-09-20 02:54:54,Africa,Site_B,658.98,90.87,2.68
2023-11-06 02:35:16,Asia,Site_E,485.16,90.83,0.56
2023-05-26 10:23:06,North America,Site_C,670.52,90.32,3.65
2023-07-23 11:02:39,Africa,Site_A,556.21,99.95,0.19
2023-02-15 18:30:10,Australia,Site_D,303.32,99.01,1.72
2023-04-23 09:15:43,South America,Site_A,277.49,98.07,4.58
2023-09-27 14:51:38,Africa,Site_D,334.71,99.32,3.78
2023-06-20 01:26:53,South America,Site_A,428.06,92.33,4.22
2023-09-19 22:05:03,Europe,Site_A,859.96,94.5,4.73
2023-10-09 23:12:59,Australia,Site_A,214.07,99.11,4.78
2023-09-13 04:09:20,Europe,Site_D,453.89,92.19,2.53
2023-04-22 23:52:55,Asia,Site_E,719.6,95.31,4.83
2023-02-09 03:38:41,Australia,Site_E,989.19,91.19,4.79
2023-05-05 05:17:17,North America,Site_A,839.55,98.16,2.45
2023-02-02 15:52:05,Europe,Site_E,379.49,97.88,2.06
2023-12-03 21:39:04,North America,Site_E,861.35,94.35,4.21
2023-10-28 05:56:50,South America,Site_D,939.58,96.55,0.52
2023-05-29 01:17:31,Africa,Site_C,837.97,94.88,1.58
2023-09-06 23:34:28,South America,Site_B,414.86,94.68,2.09
2023-02-11 11:31:21,Asia,Site_E,854.1,94.56,2.56
2023-07-26 18:09:30,Asia,Site_D,411.93,90.09,2.23
2023-01-30 18:50:59,South America,Site_B,870.39,93.86,2.9
2023-04-09 19:49:39,Australia,Site_A,616.48,95.48,1.11
2023-02-20 05:53:47,Europe,Site_D,741.37,92.42,1.39
2023-07-27 23:04:31,South America,Site_C,943.03,96.48,1.04
2023-06-28 04:27:52,South America,Site_C,386.74,96.11,2.03
2023-05-26 11:28:14,Asia,Site_A,871.69,97.09,0.54
2023-02-05 11:07:49,South America,Site_D,281.69,96.93,3.85
2023-04-16 05:56:23,Asia,Site_B,584.89,90.97,2.73
2023-10-26 16:01:30,Africa,Site_B,681.32,95.74,3.42
2023-12-18 04:07:43,Africa,Site_A,959.41,94.55,2.46
2023-03-14 19:34:16,Africa,Site_B,659.76,90.68,2.78
2023-04-23 07:59:17,Africa,Site_D,482.0,95.94,2.44
2023-05-01 07:39:16,Australia,Site_A,416.63,91.62,3.69
2023-02-14 06:32:31,Africa,Site_D,615.84,93.88,2.89
2023-02-05 21:47:46,Europe,Site_A,813.02,92.63,2.83
2023-04-29 08:58:37,North America,Site_A,500.55,94.24,2.33
2023-09-13 21:39:55,Africa,Site_C,102.48,93.5,4.72
2023-12-05 09:53:27,Asia,Site_D,982.01,93.11,0.59
2023-04-01 11:59:43,Australia,Site_D,320.91,90.82,4.77
2023-10-29 09:20:01,North America,Site_D,625.9,96.81,1.41
2023-08-02 04:00:51,Europe,Site_E,924.09,96.48,0.54
2023-07-09 16:55:51,Australia,Site_E,233.86,93.85,0.95
2023-03-04 12:11:00,Asia,Site_C,186.51,95.1,0.37
2023-04-21 10:29:51,Africa,Site_D,399.02,96.62,4.33
2023-04-29 01:55:38,Australia,Site_D,963.51,91.95,0.69
2023-05-23 14:18:39,Asia,Site_D,833.57,99.5,4.01
2023-04-20 17:33:34,Australia,Site_A,405.51,97.04,4.06
2023-11-26 07:55:24,Europe,Site_B,242.13,95.13,3.45
2023-07-05 00:25:23,Australia,Site_B,599.05,90.92,4.69
2023-07-18 11:25:21,North America,Site_C,678.46,98.72,3.99
2023-07-28 17:58:10,North America,Site_D,69.95,91.75,0.41
2023-09-16 11:09:50,South America,Site_C,569.11,94.72,2.49
2023-04-28 09:06:59,Europe,Site_B,419.84,96.57,0.83
2023-01-26 10:21:31,North America,Site_B,445.5,94.59,2.78
2023-11-17 16:00:42,South America,Site_A,285.16,96.2,2.12
2023-05-20 16:19:41,North America,Site_B,106.7,92.11,1.21
2023-11-18 17:20:19,Africa,Site_B,78.43,98.74,4.82
2023-10-08 23:16:29,South America,Site_D,988.75,96.74,3.17
2023-11-10 14:42:47,Asia,Site_A,402.61,91.32,0.38
2023-11-21 23:34:57,Europe,Site_E,643.4,97.26,1.83
2023-09-05 04:07:28,Europe,Site_A,159.71,91.53,3.76
2023-05-09 05:27:01,Australia,Site_A,477.42,99.43,4.33
2023-12-29 15:36:39,Europe,Site_B,953.64,95.1,3.39
2023-06-25 02:32:51,Europe,Site_C,475.0,93.85,4.62
2023-01-25 12:13:49,Europe,Site_A,489.12,99.17,1.78
2023-10-09 11:35:48,Europe,Site_A,345.53,93.24,3.56
2023-06-21 10:37:37,Africa,Site_A,498.99,94.67,1.75
2023-11-10 22:12:24,South America,Site_D,814.31,90.39,1.73
2023-07-09 11:27:30,Africa,Site_E,101.71,96.51,1.16
2023-10-06 00:35:32,Australia,Site_A,893.73,94.14,0.49
2023-09-01 01:50:05,North America,Site_B,754.04,98.03,1.4
